MT042777.1,cds-YP_009724389.1;,100.000,98,0,0,1,294,638,735,4.85e-66,205
MT042777.1,cds-YP_009724389.1;,29.412,17,12,0,172,222,835,851,5.3,16.9
MT042777.1,cds-YP_009724389.1;,100.000,6,0,0,70,87,1940,1945,6.4,16.5
MT042777.1,cds-YP_009724390.1;,47.059,17,9,0,82,132,248,264,2.1,18.1
MT042777.1,cds-YP_009725295.1;,36.000,25,13,1,57,122,3477,3501,3.8,17.3
MT050415.1,cds-YP_009724389.1;,100.000,187,0,0,2,562,614,800,2.48e-129,391
MT050415.1,cds-YP_009724390.1;,35.484,31,20,0,428,520,15,45,1.7,19.6
MT050415.1,cds-YP_009724390.1;,47.059,17,9,0,155,205,248,264,5.5,18.1
MT050415.1,cds-YP_009724395.1;,53.846,13,6,0,81,43,69,81,3.5,18.5
MT050415.1,cds-YP_009725295.1;,36.000,25,13,1,130,195,3477,3501,9.5,17.3
MT081065.1,cds-YP_009724397.2;,100.000,419,0,0,1,1257,1,419,0.0,655
MT081065.1,cds-YP_009724397.2;,50.000,14,7,0,934,893,299,312,3.8,20.0
MT081065.1,cds-YP_009724397.2;,44.444,18,10,0,839,892,140,157,6.0,19.2
MT081065.1,cds-YP_009725295.1;,27.143,70,38,1,1082,873,2234,2290,1.1,21.6
MT081065.1,cds-YP_009725295.1;,70.000,10,3,0,127,98,1601,1610,6.7,19.2
MT081065.1,cds-YP_009725295.1;,57.143,7,3,0,1169,1149,4326,4332,6.8,19.2
MT081065.1,cds-YP_009724389.1;,48.148,27,7,1,1171,1251,2488,2507,1.7,21.2
MT081065.1,cds-YP_009724389.1;,50.000,12,6,0,871,906,810,821,4.8,19.6
MT081065.1,cds-YP_009724389.1;,28.070,57,32,3,923,780,1794,1850,5.0,19.6
MT081065.1,cds-YP_009724389.1;,35.135,37,16,2,385,477,1401,1435,7.7,18.9
MT081065.1,cds-YP_009724390.1;,37.500,24,15,0,1009,1080,177,200,5.6,19.2
MT081065.1,cds-YP_009724390.1;,38.889,18,11,0,773,720,1219,1236,7.5,18.9
MT081067.1,cds-YP_009724397.2;,99.761,419,1,0,1,1257,1,419,0.0,660
MT081067.1,cds-YP_009724397.2;,50.000,14,7,0,934,893,299,312,3.8,20.0
MT081067.1,cds-YP_009725295.1;,27.143,70,38,1,1082,873,2234,2290,1.1,21.6
MT081067.1,cds-YP_009725295.1;,70.000,10,3,0,127,98,1601,1610,6.7,19.2
MT081067.1,cds-YP_009725295.1;,57.143,7,3,0,1169,1149,4326,4332,6.8,19.2
MT081067.1,cds-YP_009724389.1;,48.148,27,7,1,1171,1251,2488,2507,1.7,21.2
MT081067.1,cds-YP_009724389.1;,50.000,12,6,0,871,906,810,821,4.8,19.6
MT081067.1,cds-YP_009724389.1;,28.070,57,32,3,923,780,1794,1850,5.0,19.6
MT081067.1,cds-YP_009724389.1;,35.135,37,16,2,385,477,1401,1435,7.7,18.9
MT081067.1,cds-YP_009724390.1;,37.500,24,15,0,1009,1080,177,200,5.9,19.2
MT081067.1,cds-YP_009724390.1;,38.889,18,11,0,773,720,1219,1236,7.5,18.9
MT111895.1,cds-YP_009725295.1;,100.000,256,0,0,1,768,1650,1905,1.64e-180,541
MT111895.1,cds-YP_009725295.1;,72.727,11,3,0,559,527,1825,1835,0.11,24.3
MT111895.1,cds-YP_009725295.1;,50.000,14,7,0,103,62,1663,1676,0.13,23.9
MT111895.1,cds-YP_009725295.1;,38.462,26,16,0,119,42,1664,1689,2.9,19.6
MT111895.1,cds-YP_009725295.1;,53.333,15,7,0,679,723,1538,1552,3.9,19.2
MT111895.1,cds-YP_009725295.1;,35.000,20,13,0,581,640,2208,2227,4.7,18.9
MT111895.1,cds-YP_009725295.1;,35.000,20,13,0,394,453,4348,4367,6.0,18.5
MT111895.1,cds-YP_009725295.1;,54.545,11,5,0,110,78,1990,2000,8.2,18.1
MT111895.1,cds-YP_009725295.1;,71.429,7,2,0,698,718,3126,3132,8.8,18.1
MT111895.1,cds-YP_009724390.1;,58.333,12,5,0,730,765,138,149,7.9,18.1
MT111896.1,cds-YP_009724391.1;,100.000,110,0,0,3,332,166,275,9.66e-78,225
MT111896.1,cds-YP_009724392.1;,100.000,70,0,0,360,569,1,70,7.75e-27,89.4
MT111896.1,cds-YP_009725295.1;,25.581,86,51,3,48,293,233,309,0.45,21.6
MT111896.1,cds-YP_009725295.1;,55.556,18,6,1,486,539,2423,2438,1.5,20.0
MT111896.1,cds-YP_009725295.1;,53.333,15,7,0,77,33,2151,2165,2.8,19.2
MT111896.1,cds-YP_009725295.1;,22.857,35,27,0,303,407,884,918,3.0,18.9
MT111896.1,cds-YP_009725295.1;,38.462,13,8,0,245,207,674,686,6.5,18.1
MT111896.1,cds-YP_009725295.1;,39.130,23,14,0,313,381,3206,3228,8.0,17.7
MT111896.1,cds-YP_009725295.1;,47.059,17,9,0,490,440,4011,4027,8.3,17.7
MT111896.1,cds-YP_009724389.1;,33.333,18,12,0,74,21,623,640,3.4,18.9
MT111896.1,cds-YP_009724389.1;,35.000,20,13,0,114,173,882,901,5.7,18.1
MT111896.1,cds-YP_009724390.1;,28.846,52,19,2,252,97,335,368,5.7,18.1
MT111896.1,cds-YP_009724396.1;,26.471,34,25,0,350,249,57,90,7.6,17.3
MT127115.1,cds-YP_009724393.1;,99.099,222,2,0,311,976,1,222,7.31e-163,449
MT127115.1,cds-YP_009724394.1;,98.361,61,1,0,990,1172,1,61,1.65e-36,119
MT127115.1,cds-YP_009724392.1;,100.000,75,0,0,33,257,1,75,6.31e-29,99.8
MT127115.1,cds-YP_009724395.1;,100.000,29,0,0,1182,1268,1,29,2.92e-06,37.4
MT127115.1,cds-YP_009724389.1;,54.545,11,5,0,449,417,1745,1755,1.1,21.9
MT127115.1,cds-YP_009724389.1;,27.500,40,27,1,272,153,537,574,6.6,19.2
MT127115.1,cds-YP_009724389.1;,30.435,23,14,1,1201,1269,1751,1771,8.1,18.9
MT127115.1,cds-YP_009724389.1;,42.105,19,11,0,582,638,931,949,9.6,18.9
MT127115.1,cds-YP_009725295.1;,33.333,39,20,2,536,649,3048,3081,5.2,19.6
MT127115.1,cds-YP_009725295.1;,47.059,17,9,0,163,113,4011,4027,6.4,19.2
MT127115.1,cds-YP_009725295.1;,29.032,31,19,1,752,844,3337,3364,6.9,19.2
MT127115.1,cds-YP_009725295.1;,41.667,12,7,0,959,924,3789,3800,7.9,18.9
MT127115.1,cds-YP_009725295.1;,55.556,18,6,1,159,212,2423,2438,8.3,18.9
MT163737.1,cds-YP_009725295.1;,100.000,107,0,0,2,322,80,186,1.55e-76,236
MT163737.1,cds-YP_009725295.1;,23.438,64,29,2,149,18,947,1010,3.9,17.7
MT163737.1,cds-YP_009725295.1;,33.333,30,18,1,237,320,2067,2096,4.9,17.3
MT163737.1,cds-YP_009724389.1;,50.000,16,8,0,295,248,881,896,1.4,18.9
MT163737.1,cds-YP_009724390.1;,37.500,24,13,1,79,8,747,768,2.0,18.5
MT163737.1,cds-YP_009724390.1;,50.000,10,5,0,104,75,497,506,8.4,16.5
MT186676.1,cds-YP_009724397.2;,100.000,120,0,0,3,362,36,155,5.64e-89,255
MT186676.1,cds-YP_009725295.1;,33.333,21,14,0,246,308,425,445,2.4,18.5
MT186676.1,cds-YP_009725295.1;,50.000,12,6,0,4,39,187,198,3.0,18.1
MT186676.1,cds-YP_009725295.1;,31.250,16,11,0,251,204,3654,3669,9.5,16.5
MT186676.1,cds-YP_009724389.1;,40.000,30,10,2,282,353,1401,1428,3.2,18.1
MT186676.1,cds-YP_009724393.1;,24.390,41,25,2,75,194,157,192,8.7,16.5
MT186677.1,cds-YP_009724397.2;,100.000,120,0,0,3,362,36,155,5.64e-89,255
MT186677.1,cds-YP_009725295.1;,33.333,21,14,0,246,308,425,445,2.4,18.5
MT186677.1,cds-YP_009725295.1;,50.000,12,6,0,4,39,187,198,3.0,18.1
MT186677.1,cds-YP_009725295.1;,31.250,16,11,0,251,204,3654,3669,9.5,16.5
MT186677.1,cds-YP_009724389.1;,40.000,30,10,2,282,353,1401,1428,3.2,18.1
MT186677.1,cds-YP_009724393.1;,24.390,41,25,2,75,194,157,192,8.7,16.5
MT186682.1,cds-YP_009724397.2;,100.000,120,0,0,3,362,36,155,5.64e-89,255
MT186682.1,cds-YP_009725295.1;,33.333,21,14,0,246,308,425,445,2.4,18.5
MT186682.1,cds-YP_009725295.1;,50.000,12,6,0,4,39,187,198,3.0,18.1
MT186682.1,cds-YP_009725295.1;,31.250,16,11,0,251,204,3654,3669,9.5,16.5
MT186682.1,cds-YP_009724389.1;,40.000,30,10,2,282,353,1401,1428,3.2,18.1
MT186682.1,cds-YP_009724393.1;,24.390,41,25,2,75,194,157,192,8.7,16.5
MT232870.1,cds-YP_009724389.1;,100.000,112,0,0,1,336,500,611,1.48e-77,239
MT232870.1,cds-YP_009724389.1;,66.667,9,3,0,176,202,2321,2329,1.0,19.2
MT232870.1,cds-YP_009724389.1;,41.667,12,7,0,292,257,631,642,4.4,17.3
MT232870.1,cds-YP_009724389.1;,55.556,9,4,0,76,50,875,883,6.4,16.9
MT232870.1,cds-YP_009725295.1;,37.500,24,14,1,251,183,4061,4084,0.49,20.4
MT232870.1,cds-YP_009724390.1;,42.857,28,12,2,208,279,1023,1050,1.7,18.9
MT232871.1,cds-YP_009724390.1;,100.000,52,0,0,2,157,384,435,3.65e-34,112
MT232871.1,cds-YP_009725295.1;,33.333,24,16,0,26,97,685,708,0.28,19.2
MT232871.1,cds-YP_009725295.1;,60.000,10,4,0,17,46,2824,2833,0.43,18.5
MT232871.1,cds-YP_009725295.1;,45.455,11,6,0,113,145,947,957,2.9,16.5
MT232871.1,cds-YP_009725295.1;,62.500,8,3,0,20,43,3092,3099,5.0,15.8
MT232871.1,cds-YP_009724389.1;,50.000,10,5,0,88,59,207,216,1.1,17.3
MT232871.1,cds-YP_009724389.1;,25.000,16,12,0,103,56,1032,1047,3.5,16.2
MT232871.1,cds-YP_009724389.1;,62.500,8,3,0,85,62,2495,2502,4.7,15.8
MT232871.1,cds-YP_009724389.1;,39.130,23,13,1,78,10,386,407,7.7,15.4
MT232872.1,cds-YP_009724390.1;,100.000,52,0,0,2,157,384,435,3.65e-34,112
MT232872.1,cds-YP_009725295.1;,33.333,24,16,0,26,97,685,708,0.28,19.2
MT232872.1,cds-YP_009725295.1;,60.000,10,4,0,17,46,2824,2833,0.43,18.5
MT232872.1,cds-YP_009725295.1;,45.455,11,6,0,113,145,947,957,2.9,16.5
MT232872.1,cds-YP_009725295.1;,62.500,8,3,0,20,43,3092,3099,5.0,15.8
MT232872.1,cds-YP_009724389.1;,50.000,10,5,0,88,59,207,216,1.1,17.3
MT232872.1,cds-YP_009724389.1;,25.000,16,12,0,103,56,1032,1047,3.5,16.2
MT232872.1,cds-YP_009724389.1;,62.500,8,3,0,85,62,2495,2502,4.7,15.8
MT232872.1,cds-YP_009724389.1;,39.130,23,13,1,78,10,386,407,7.7,15.4
MT324681.1,cds-YP_009725295.1;,99.123,114,1,0,1,342,77,190,4.32e-81,249
MT324681.1,cds-YP_009725295.1;,23.438,64,29,2,157,26,947,1010,4.4,17.7
MT324681.1,cds-YP_009725295.1;,32.258,31,19,1,245,331,2067,2097,4.6,17.3
MT324681.1,cds-YP_009725295.1;,35.714,14,9,0,298,339,1660,1673,7.9,16.9
MT324681.1,cds-YP_009724389.1;,36.000,25,16,0,75,1,917,941,1.4,19.2
MT324681.1,cds-YP_009724389.1;,50.000,16,8,0,303,256,881,896,3.3,18.1
MT324681.1,cds-YP_009724390.1;,37.500,24,13,1,87,16,747,768,2.3,18.5
MT324681.1,cds-YP_009724390.1;,50.000,10,5,0,112,83,497,506,9.3,16.5
MT324682.1,cds-YP_009725295.1;,99.123,114,1,0,1,342,77,190,4.32e-81,249
MT324682.1,cds-YP_009725295.1;,23.438,64,29,2,157,26,947,1010,4.4,17.7
MT324682.1,cds-YP_009725295.1;,32.258,31,19,1,245,331,2067,2097,4.6,17.3
MT324682.1,cds-YP_009725295.1;,35.714,14,9,0,298,339,1660,1673,7.9,16.9
MT324682.1,cds-YP_009724389.1;,36.000,25,16,0,75,1,917,941,1.4,19.2
MT324682.1,cds-YP_009724389.1;,50.000,16,8,0,303,256,881,896,3.3,18.1
MT324682.1,cds-YP_009724390.1;,37.500,24,13,1,87,16,747,768,2.3,18.5
MT324682.1,cds-YP_009724390.1;,50.000,10,5,0,112,83,497,506,9.3,16.5
MT324683.1,cds-YP_009725295.1;,99.123,114,1,0,1,342,77,190,4.32e-81,249
MT324683.1,cds-YP_009725295.1;,23.438,64,29,2,157,26,947,1010,4.4,17.7
MT324683.1,cds-YP_009725295.1;,32.258,31,19,1,245,331,2067,2097,4.6,17.3
MT324683.1,cds-YP_009725295.1;,35.714,14,9,0,298,339,1660,1673,7.9,16.9
MT324683.1,cds-YP_009724389.1;,36.000,25,16,0,75,1,917,941,1.4,19.2
MT324683.1,cds-YP_009724389.1;,50.000,16,8,0,303,256,881,896,3.3,18.1
MT324683.1,cds-YP_009724390.1;,37.500,24,13,1,87,16,747,768,2.3,18.5
MT324683.1,cds-YP_009724390.1;,50.000,10,5,0,112,83,497,506,9.3,16.5
MT344135.1,cds-YP_009724389.1;,98.698,384,5,0,1,1152,1542,1925,0.0,811
MT344135.1,cds-YP_009724389.1;,25.000,68,47,2,574,768,379,445,0.28,23.5
MT344135.1,cds-YP_009724389.1;,29.825,57,33,2,631,798,2466,2516,1.5,21.2
MT344135.1,cds-YP_009724389.1;,28.302,53,25,3,935,789,2532,2575,4.9,19.6
MT344135.1,cds-YP_009724389.1;,26.087,46,26,1,506,369,633,670,5.0,19.6
MT344135.1,cds-YP_009724389.1;,63.636,11,4,0,583,551,644,654,5.3,19.2
MT344135.1,cds-YP_009724390.1;,39.130,23,12,1,646,714,168,188,0.69,22.3
MT344135.1,cds-YP_009725295.1;,36.000,25,15,1,1014,943,2163,2187,4.9,19.6
MT359231.1,cds-YP_009724390.1;,99.921,1262,1,0,34,3819,12,1273,0.0,2551
MT359231.1,cds-YP_009724390.1;,44.000,25,14,0,2511,2437,805,829,3.4,21.9
MT359231.1,cds-YP_009724390.1;,57.143,14,6,0,1523,1482,495,508,3.5,21.9
MT359231.1,cds-YP_009725295.1;,34.783,46,29,1,254,120,98,143,0.20,25.8
MT359231.1,cds-YP_009725295.1;,28.571,35,25,0,1099,1203,3165,3199,3.0,20.0
MT359231.1,cds-YP_009725295.1;,44.444,18,9,1,993,1046,3132,3148,3.0,18.1
MT359231.1,cds-YP_009725295.1;,39.130,23,12,1,2376,2308,3783,3803,3.4,21.9
MT359231.1,cds-YP_009725295.1;,42.105,19,11,0,3406,3462,619,637,4.0,21.6
MT359231.1,cds-YP_009725295.1;,28.889,45,23,2,1833,1714,1981,2021,5.9,21.2
MT359231.1,cds-YP_009725295.1;,53.846,13,6,0,2429,2391,4200,4212,6.9,20.8
MT359231.1,cds-YP_009725295.1;,27.907,43,31,0,508,636,1537,1579,9.4,20.4
MT359231.1,cds-YP_009724389.1;,36.842,19,12,0,2686,2742,329,347,2.3,22.3
MT359231.1,cds-YP_009724389.1;,39.130,23,12,1,502,564,1757,1779,2.6,22.3
MT359231.1,cds-YP_009724389.1;,34.146,41,20,2,3379,3501,2072,2105,8.8,20.4
MT415370.1,cds-YP_009724390.1;,99.842,1262,2,0,34,3819,12,1273,0.0,2550
MT415370.1,cds-YP_009724390.1;,44.000,25,14,0,2511,2437,805,829,3.4,21.9
MT415370.1,cds-YP_009724390.1;,57.143,14,6,0,1523,1482,495,508,3.5,21.9
MT415370.1,cds-YP_009725295.1;,32.609,46,30,1,254,120,98,143,0.72,24.3
MT415370.1,cds-YP_009725295.1;,28.889,45,23,2,1833,1714,1981,2021,1.3,23.1
MT415370.1,cds-YP_009725295.1;,39.130,23,12,1,2376,2308,3783,3803,2.0,22.7
MT415370.1,cds-YP_009725295.1;,31.250,32,22,0,1099,1194,3165,3196,3.0,20.0
MT415370.1,cds-YP_009725295.1;,44.444,18,9,1,993,1046,3132,3148,3.0,18.1
MT415370.1,cds-YP_009725295.1;,42.105,19,11,0,3406,3462,619,637,4.0,21.6
